"Year","data","median","LB","UB"
2008,12228,12228,12228,12228
2009,11492,11199.477087749,10802.9959143324,11574.806373506
2010,11101,11034.4017263434,10657.7194642199,11398.8986769294
2011,10580,10833.5357812002,10477.7769898833,11203.7735999134
2012,10497,10603.2672144796,10237.9434469719,10958.8799938834
2013,10155,10362.5524798734,10003.3187607318,10721.3404462821
2014,10087,10109.8155908159,9755.61447611719,10474.5534113314
2015,9940,9860.06361592108,9503.19689849793,10206.9060833396
2016,9644,9603.59846174714,9250.35095816229,9953.43791790495
2017,9425,9353.37307260014,8990.26069155122,9700.96426192401
2018,9215,9098.02579984467,8740.55384521257,9458.33827390475
2019,8887,8852.91484764349,8489.18784500844,9219.0001796178
2020,7643,8613.83427607749,8264.7484748577,8966.36644291154
2021,8980,8377.81260265716,8017.64636745084,8733.508465512
2022,9102,8145.11406618368,7773.64691952977,8509.19469646199
2023,NA,7911.50364663036,7545.45573785112,8270.2883417425
2024,NA,7690.40355638433,7317.15869351352,8054.25594110635
2025,NA,7478.68381255755,7093.81210529234,7836.44914321337
2026,NA,7262.89236108312,6875.51465492544,7621.61033803234
2027,NA,7052.90034725132,6660.23502549732,7426.29928490486
2028,NA,6852.77204769712,6465.8473725559,7220.97809458163
2029,NA,6652.29640202736,6262.61733587363,7045.81889002518
2030,NA,6460.29146054419,6058.59676260775,6840.38322544746
