year,month,day,data,median,LB,UB
2008,1,1,1963,1962,1962,1962
2008,12,31,1635,1626.88282333619,1531.83272692128,1724.32706406204
2009,12,31,1409,1413.77001854852,1332.09045517384,1496.70888902842
2010,12,31,1193,1205.65832569727,1124.19179443665,1284.29597639136
2011,12,31,1061,1051.61333578183,972.362516633574,1130.46130323925
2012,12,30,977,962.30199923617,884.145280351227,1037.41902229869
2013,12,30,950,922.46272032567,847.967710234113,996.095689606556
2014,12,30,914,916.44635909412,842.732151635489,989.391665114696
2015,12,30,887,935.490551900996,861.566164503717,1009.5507233216
2016,12,29,952,970.559247844102,894.489191952237,1042.70727265051
2017,12,29,997,1016.52434095046,938.204514928284,1091.15733297326
2018,12,29,1113,1067.17743600777,984.923173450518,1148.99629348153
2019,12,29,NaN,1124.27321824872,1035.0092325597,1210.29793135522
2020,12,28,NaN,1185.21798805059,1086.83626037244,1278.02395791001
2021,12,28,NaN,1250.34108143155,1133.51780545456,1344.96834179104
2022,12,28,NaN,1316.15864454148,1187.00955000301,1419.75055778098
2023,12,28,NaN,1384.17878644102,1227.42510455157,1494.31618507176
2024,12,27,NaN,1452.18130029299,1266.56922468573,1567.71807195226
2025,12,27,NaN,1519.8632147198,1299.62878577096,1643.80990161656
2026,12,27,NaN,1590.29436014573,1352.71365101008,1719.07696844188
2027,12,27,NaN,1660.12841752603,1388.6132166775,1796.83314991733
2028,12,26,NaN,1728.54665005821,1429.1052535726,1871.2993343818
2029,12,26,NaN,1801.42196966158,1472.28726022206,1952.26775640731
