year,month,day,data,median,LB,UB
2008,1,1,13294,13294,13294,13294
2008,12,31,12513,11849.0596657466,10653.2542040983,12950.0033255352
2009,12,31,11862,11703.6546741114,10658.0191765789,12769.8133313021
2010,12,31,11286,11496.8408090683,10478.7200450571,12556.588750018
2011,12,31,10598,11246.0811762783,10226.6438198012,12240.1449762595
2012,12,30,10269,10972.7533505515,9992.06241247355,11965.8261771081
2013,12,30,10424,10673.9572307771,9678.12379194849,11682.7646933951
2014,12,30,10518,10367.5332418126,9354.0441045207,11373.5453769944
2015,12,30,10307,10042.3730467278,9050.33985814389,11048.4698065268
2016,12,29,10003,9746.28628537602,8719.57084436316,10748.8098904747
2017,12,29,9704,9424.66237973236,8422.84896649304,10455.2306232022
2018,12,29,9592,9127.42184099548,8121.66382727992,10178.1364087365
2019,12,29,7861,8834.79707251352,7839.26557336443,9821.08822618751
2020,12,28,9083,8524.58292348913,7476.78104170911,9573.04384181803
2021,12,28,9401,8238.83446992496,7179.85235747249,9298.26149032262
