year,month,day,data,median,LB,UB
2008,1,1,13294,13293.5,13293,13294
2008,12,31,12513,12298.6167102769,10877.9893425899,13208.2347894401
2009,12,31,11862,11661.4043607147,10738.8885791921,12605.9124808886
2010,12,31,11286,11280.2411294486,10555.4732389547,12340.1651200918
2011,12,31,10598,10995.46216528,10277.4990372239,12092.434413126
2012,12,30,10269,10751.7954258431,10029.5837137878,11846.8725948244
2013,12,30,10424,10528.5091221443,9805.26142932905,11499.8668500644
2014,12,30,10518,10307.3144793468,9517.61321864546,11208.0246458773
2015,12,30,10307,10103.2130863954,9211.85556574229,10867.3529725421
2016,12,29,10003,9878.09867843649,8872.70964480514,10622.5990060615
2017,12,29,9704,9686.39804396655,8574.87797106194,10376.139650924
2018,12,29,9592,9466.08964828157,8270.60549416197,10227.3516322036
2019,12,29,7861,9238.75519560388,7944.69300713002,10069.3386063983
2020,12,28,9083,9002.98212212417,7646.78599572336,9950.89605108749
2021,12,28,9401,8800.01971885213,7352.61041287092,9825.41680461721
