year,month,day,data,median,LB,UB
2008,1,1,856,855.5,855,856
2008,12,31,758,714.512727977838,592.620132180539,811.845362615908
2009,12,31,658,680.55651264223,592.841108357454,759.612231415743
2010,12,31,662,657.991565473196,582.19755090367,759.941104287846
2011,12,31,645,652.33030007588,577.485592981805,760.299064721971
2012,12,30,637,660.037641670711,588.034004840882,758.222078558608
2013,12,30,637,671.49103587893,599.241201138686,760.268817857297
2014,12,30,678,682.990791973695,604.329862985491,758.646296937953
2015,12,30,734,692.987183580108,607.086256197187,764.317793145413
2016,12,29,709,697.154871284197,602.619439790258,771.024209590464
2017,12,29,705,696.613906137317,602.755967114701,768.035025405666
2018,12,29,679,690.266163419669,600.32311334019,767.595624274014
2019,12,29,NaN,679.209806876922,595.064358746261,767.257266459793
2020,12,28,NaN,662.421249056998,577.532887067843,764.783896940995
2021,12,28,NaN,646.119205900707,551.325343802612,768.715015862556
2022,12,28,NaN,627.001213960654,517.281441676148,768.758860904342
2023,12,28,NaN,608.332899543558,480.637628031573,772.809637713141
2024,12,27,NaN,591.611403362673,441.235183726521,770.856887823636
2025,12,27,NaN,574.631675065348,400.576910825586,770.567896572498
2026,12,27,NaN,563.174828942314,362.605661185678,772.239892583919
2027,12,27,NaN,540.98382619821,323.497348333192,775.16906050584
2028,12,26,NaN,524.745390936223,286.003880843994,778.378012328998
2029,12,26,NaN,513.137414996948,252.805685216996,774.740173208375
