Year,data,median,LB,UB
2008,447,446,446,447
2009,370,321.6441449,116.464902,470.0856076
2010,330,312.2397834,141.6146257,428.0229574
2011,312,307.1131026,171.7447458,424.6717746
2012,294,312.2066998,196.1569756,450.3559533
2013,312,322.2167665,214.308108,474.948582
2014,326,340.0125979,232.32379,498.0706178
2015,358,364.0557453,259.4764397,522.55885
2016,340,391.9213374,284.3625056,541.0369894
2017,423,422.7410369,313.3041836,569.5827481
2018,440,453.9322453,336.78285,583.7784877
2019,563,488.4468257,354.8423318,614.2480393
2020,470,522.6044927,365.8873007,640.9074049
2021,606,559.9637866,377.3966318,676.2902156
2022,629,593.0915903,383.6060819,729.8597925
2023,NaN,632.5400405,393.8515523,791.6585071
2024,NaN,667.0953387,396.0970658,858.065984
2025,NaN,700.8781312,398.0252467,933.0443401
2026,NaN,734.6049645,389.5477742,1011.943113
2027,NaN,769.1494951,381.8681499,1095.641886
2028,NaN,800.0253868,372.798864,1182.300624
2029,NaN,832.4236966,354.622135,1271.897346
2030,NaN,869.4264413,336.4998928,1373.201542
