Year,data,median,LB,UB
2008,447,446.5,446,447
2009,370,316.7921882,115.1851499,467.2472356
2010,330,310.1405574,143.1726272,424.5286938
2011,312,306.4123478,168.4542502,428.1717828
2012,294,313.9031961,188.7797662,454.1608248
2013,312,325.8381632,211.7003801,477.0916708
2014,326,342.302776,236.3744193,502.0715379
2015,358,366.9427346,255.8456922,523.1663651
2016,340,394.513443,286.6471285,546.8311992
2017,423,423.2389761,313.0154552,571.3155939
2018,440,455.7657681,329.538305,589.5969862
2019,563,487.5904979,351.2157737,613.9533545
2020,470,522.748361,364.204633,639.7910693
2021,606,556.7126259,379.8082522,679.4018714
2022,629,590.6663072,386.8657885,731.8557645
2023,NaN,623.5374338,394.4013786,787.4156492
2024,NaN,656.6094411,394.4206039,857.5491855
2025,NaN,688.1294245,398.4230368,926.8476742
2026,NaN,717.7447972,397.7071191,1006.870385
2027,NaN,744.7685083,382.34846,1088.729984
2028,NaN,771.7962697,388.7387956,1175.196598
2029,NaN,797.4769116,371.6159761,1268.791188
2030,NaN,828.5554182,370.5712952,1355.680275
