year,month,day,data,median,LB,UB
2008,1,1,447,447,447,447
2008,12,31,370,262.369267942543,106.848113176223,419.132827253747
2009,12,31,330,291.123687153651,142.570684022588,439.534472681592
2010,12,31,312,316.734377263124,170.304512420675,463.614160533391
2011,12,31,294,341.745151503336,193.716065952395,489.775067911273
2012,12,30,312,359.945062828984,217.438627237827,510.12462791759
2013,12,30,326,375.692885803652,230.426783220705,520.41369784864
2014,12,30,358,392.976725258155,248.481997082626,541.590517147013
2015,12,30,340,406.656440154915,262.061999409953,548.678800816408
2016,12,29,423,421.095650033903,273.677563131274,565.851041969964
2017,12,29,440,430.904803756767,280.926014815561,580.345801940501
2018,12,29,563,440.485031238987,285.88868949711,598.354385038192
2019,12,29,470,448.68998042981,286.914605787513,609.969485454786
2020,12,28,606,458.777019440181,272.27239839083,625.789424236644
2021,12,28,629,467.745074381017,266.55392724277,648.968767934343
