year,month,day,data,median,LB,UB
2008,1,1,447,446.5,446,447
2008,12,31,370,269.876201607679,103.462831317397,438.362086531534
2009,12,31,330,291.220427427311,135.908946960844,444.648125861342
2010,12,31,312,315.820041137409,168.05820410765,463.319332862027
2011,12,31,294,336.518325638809,185.910077678651,485.988454761216
2012,12,30,312,354.756951469444,204.037347984552,504.027978893574
2013,12,30,326,372.399202357331,219.088897261415,521.357707697605
2014,12,30,358,390.744428226553,244.472590326939,535.636117210295
2015,12,30,340,404.954628555889,259.205915840473,555.898496880894
2016,12,29,423,421.499365495958,273.384562359475,573.470274662942
2017,12,29,440,434.891273755987,282.736500292479,590.200761655386
2018,12,29,563,446.933987952621,290.034010235143,617.272936135429
2019,12,29,470,461.915293740855,293.857809242154,646.936371844118
2020,12,28,606,476.013931309258,289.711916120407,677.956796630464
2021,12,28,629,489.522450645334,280.942022731335,717.54871495254
