Year,data,median,LB,UB
2008,3676,3675.5,3675,3676
2009,3606,3546.014592,2755.732776,4378.322536
2010,3646,3586.242376,2896.644561,4275.554326
2011,3611,3692.096888,3013.451836,4327.564018
2012,3575,3772.104516,3121.213163,4397.378062
2013,3669,3827.82813,3183.769693,4465.25674
2014,3859,3881.039081,3244.065347,4491.08552
2015,4146,3923.891283,3283.158308,4531.726105
2016,4209,3957.535856,3331.764213,4590.250792
2017,4089,3986.405566,3357.958107,4628.082112
2018,4130,4025.863092,3375.408753,4681.656939
2019,4125,4045.445925,3393.368854,4730.017778
2020,3386,4072.792827,3408.856184,4732.049078
2021,4388,4102.318139,3429.416426,4790.601293
2022,5124,4121.697219,3449.678449,4809.211457
2023,NaN,4141.524255,3436.133578,4850.755536
2024,NaN,4159.100166,3395.540654,4900.458278
2025,NaN,4169.959975,3425.128752,4929.154687
2026,NaN,4195.192963,3392.444671,4979.670222
2027,NaN,4217.185314,3368.233738,5015.595177
2028,NaN,4237.741635,3343.397838,5071.137365
2029,NaN,4247.013956,3303.21244,5082.892099
2030,NaN,4252.997179,3245.828767,5114.204882
