"Year","data","median","LB","UB"
2008,46703,46703,46703,46703
2009,44324,42159.6235520164,39317.7755904375,44977.6869175086
2010,42775,42310.950532936,39699.8930154901,44873.4522932318
2011,40945,41965.3688151355,39477.8651615028,44461.0698670026
2012,40183,41444.2693413269,38992.2009304261,43964.5825559825
2013,38931,40762.065432086,38309.1670831069,43301.5227122019
2014,39653,40014.7525490787,37577.880004338,42491.7594428513
2015,39543,39267.6364478584,36717.4293746359,41679.8551425433
2016,39163,38399.782503173,35827.4538636073,40812.2509233519
2017,38048,37530.6293437267,35016.92121181,39964.0625880745
2018,37132,36590.1167736611,34008.7285029468,39121.6083589629
2019,36350,35738.9731760803,33163.9338553465,38227.735642577
2020,30317,34768.1760134875,32261.0844266577,37407.1494914488
2021,35671,33869.583780946,31284.4383015138,36458.4598392221
2022,37601,32986.9885492999,30366.8756784566,35684.7748344253
2023,NA,32100.1604107343,29313.8571610248,34870.8518142696
2024,NA,31191.2530352036,28508.447302829,33927.2795434918
2025,NA,30350.3719385361,27584.6762693145,33046.2850997084
2026,NA,29478.3545855113,26632.9134720203,32330.4660209052
2027,NA,28674.0828475829,25828.8949363996,31560.3899071309
2028,NA,27813.9678977261,24975.5581996948,30918.9769128957
2029,NA,27007.5315944106,24178.3068760133,29999.1586727328
2030,NA,26210.0356515009,23325.3308408323,29301.6849517184
