Year,data,median,LB,UB
2008,526,526,526,526
2009,452,427.1224354,365.3190693,487.7714337
2010,475,428.5353978,369.6466835,487.11581
2011,419,430.2944798,373.1714882,489.8355805
2012,427,433.2311644,373.0362324,490.7024849
2013,416,433.1140834,374.1706357,491.1006403
2014,413,433.6055967,376.6591989,490.6852307
2015,384,433.4323079,374.4608552,490.1582659
2016,447,433.6845947,376.1251432,492.7689927
2017,416,434.3370591,377.6139159,493.0540157
2018,438,434.1563709,377.3365664,490.6573766
2019,466,433.7791433,375.1136347,492.9601055
2020,415,434.0603296,374.0077044,493.3523769
2021,457,433.3905473,372.268307,493.3794003
2022,517,433.5096522,368.8782877,491.4069412
2023,NaN,433.9389882,367.9831754,494.0016689
2024,NaN,433.5724832,366.6965625,495.0642916
2025,NaN,433.4212077,361.1622422,496.3939452
2026,NaN,433.8389063,354.4248106,496.5455679
2027,NaN,433.5009075,350.4398926,495.3464757
2028,NaN,433.2424494,340.9435905,496.2042677
2029,NaN,433.2296517,337.1462122,499.3983056
2030,NaN,433.0412128,330.530924,500.1337358
