Year,data,median,LB,UB
2008,526,525.5,525,526
2009,452,443.583426,371.5363089,512.6639287
2010,475,442.8215941,376.9011696,504.1667025
2011,419,434.4094586,376.1147655,491.3523144
2012,427,425.1187536,370.7577127,483.8375467
2013,416,421.9227866,365.7798745,483.2657916
2014,413,422.0190664,364.2095605,482.9920782
2015,384,423.1772413,367.965715,482.6793272
2016,447,426.4327287,371.7741845,484.1006996
2017,416,428.8973652,374.6865602,484.4779146
2018,438,432.8352824,378.1472695,488.7605737
2019,466,436.8765359,381.0224218,492.665694
2020,415,439.3939777,380.9918006,496.947106
2021,457,442.1124192,380.6515612,503.3033915
2022,517,445.5489996,379.9605625,509.0397027
2023,NaN,447.5623045,375.8979276,517.458618
2024,NaN,449.7013473,375.1812259,525.5975827
2025,NaN,451.6413446,369.578878,531.2292213
2026,NaN,453.8430531,368.9693065,540.9114754
2027,NaN,456.7144726,363.1959701,551.1343572
2028,NaN,457.7088142,363.934078,561.6694312
2029,NaN,458.4999663,355.0680588,567.6586989
2030,NaN,460.5877086,351.4895346,576.6430766
