Year,data,median,LB,UB
2008,242,241.5,241,242
2009,221,200.24179,142.9540535,248.1171265
2010,166,166.8200282,133.7809802,204.9489914
2011,171,164.1053704,133.6552716,201.1599781
2012,151,160.7165844,131.5897806,196.6499089
2013,136,156.4014225,126.8870198,192.9515747
2014,143,153.0343256,122.3173048,186.1630176
2015,144,149.0648343,118.3395286,182.6405228
2016,141,144.7238522,114.3008945,177.1264777
2017,148,140.8410367,110.7424573,172.4198598
2018,143,137.1667931,105.9884688,167.4732325
2019,140,133.3963665,100.4642499,165.6320836
2020,123,128.9917774,95.62303656,161.607135
2021,142,125.4630209,91.71394875,157.0160296
2022,157,121.954382,87.46153607,155.4243514
2023,NaN,118.0643151,81.79810041,150.6447421
2024,NaN,114.2034617,76.63924654,148.2315534
2025,NaN,111.4111893,71.74900169,145.5192742
2026,NaN,107.8567306,67.91341619,142.668783
2027,NaN,104.3872523,63.86900909,139.4563131
2028,NaN,101.535789,60.14113207,138.5107701
2029,NaN,97.93805447,55.51997264,136.2867224
2030,NaN,94.96640142,52.01363597,134.5433348
