Year,data,median,LB,UB
2008,12762,12761.5,12761,12762
2009,12432,12125.45211,11355.09512,12858.51725
2010,12273,12351.0449,11676.36078,13000.77678
2011,12288,12474.7518,11841.00613,13094.48932
2012,12281,12547.00492,11934.19928,13198.94276
2013,12298,12583.70225,11957.20982,13219.25124
2014,12772,12582.21346,11950.51253,13215.13263
2015,12937,12569.65688,11933.83554,13184.77206
2016,12796,12519.94781,11890.14863,13136.96262
2017,12484,12459.98073,11826.4079,13098.82113
2018,12248,12376.53314,11693.07349,13035.18016
2019,12124,12288.86382,11561.45198,12992.13521
2020,10233,12185.21185,11369.18028,12964.65821
2021,12198,12070.36751,11135.81969,12908.9571
2022,13016,11950.50913,10809.76286,12898.05615
2023,NaN,11832.53331,10391.38697,12922.04672
2024,NaN,11715.47458,10036.71363,12900.91167
2025,NaN,11606.13012,9585.286032,12929.46369
2026,NaN,11491.28784,9152.648982,12949.71366
2027,NaN,11375.97297,8673.182211,12942.59355
2028,NaN,11276.6168,8329.19726,12941.03455
2029,NaN,11156.99938,7721.863485,12970.59335
2030,NaN,11042.67776,7343.609733,12965.02026
