Year,data,median,LB,UB
2008,6334,6334,6334,6334
2009,6284,6082.445025,5043.479961,7082.249156
2010,6409,6441.246463,5514.544457,7390.770276
2011,6399,6670.5003,5743.925768,7587.840291
2012,6742,6870.974506,5958.186894,7758.24878
2013,6731,7001.223768,6067.954473,7902.993193
2014,7152,7099.788629,6200.948098,8002.209825
2015,7408,7182.749068,6235.695178,8084.902296
2016,7637,7245.652642,6346.779377,8141.96043
2017,7498,7288.368956,6399.427043,8200.131129
2018,7443,7314.600513,6360.318745,8233.94589
2019,7493,7328.359741,6428.612294,8274.349342
2020,6247,7341.47961,6421.606953,8289.828151
2021,7793,7355.312519,6359.195979,8342.896805
2022,9156,7384.349917,6357.611194,8389.376709
2023,NaN,7368.149605,6256.846718,8381.311208
2024,NaN,7351.78014,6187.875768,8415.93584
2025,NaN,7342.764519,6092.71611,8453.550163
2026,NaN,7345.793905,6002.923247,8505.43736
2027,NaN,7344.992066,5812.629085,8507.998836
2028,NaN,7313.515392,5650.051805,8542.701219
2029,NaN,7307.831912,5500.275004,8580.00948
2030,NaN,7281.703555,5368.622764,8608.272021
