Year,data,median,LB,UB
2008,6334,6333.5,6333,6334
2009,6284,6179.855337,4984.186758,7417.26049
2010,6409,6377.578288,5264.103414,7422.274048
2011,6399,6636.581623,5636.664515,7624.311895
2012,6742,6834.983811,5816.643872,7818.269024
2013,6731,6987.957722,6023.44973,7964.62512
2014,7152,7109.458791,6128.649717,8082.163277
2015,7408,7195.457978,6239.212834,8158.272192
2016,7637,7268.800618,6323.956554,8235.369026
2017,7498,7300.850649,6352.437093,8245.895597
2018,7443,7330.955733,6391.606324,8299.716106
2019,7493,7349.137218,6342.984121,8359.904541
2020,6247,7343.09363,6354.826363,8370.310019
2021,7793,7328.133312,6294.799957,8345.47762
2022,9156,7294.084069,6223.72731,8383.797201
2023,NaN,7256.499967,6121.693591,8353.186168
2024,NaN,7217.523041,6021.274972,8423.540201
2025,NaN,7182.805957,5886.322357,8379.38212
2026,NaN,7114.312608,5784.010842,8448.440106
2027,NaN,7062.36245,5589.409697,8396.637941
2028,NaN,6996.723845,5458.933716,8426.287326
2029,NaN,6909.041903,5281.584172,8477.491925
2030,NaN,6849.854907,5148.26254,8521.999283
