Year,data,median,LB,UB
2008,26474,26474,26474,26474
2009,26050,26141.39216,23281.1862,28936.58329
2010,25881,26192.64091,23624.28636,28757.05734
2011,25478,26087.86458,23639.94694,28557.66011
2012,25768,25917.62772,23505.85968,28345.56648
2013,25359,25644.50572,23206.06078,28043.37585
2014,26215,25356.39807,22956.66739,27804.47418
2015,26186,25069.62694,22703.65804,27401.49753
2016,25794,24744.37778,22440.43764,27075.10304
2017,25182,24448.64486,22073.29153,26815.64943
2018,24346,24111.4539,21645.95132,26461.01963
2019,23827,23784.38962,21386.40448,26287.62477
2020,20462,23391.32217,20884.68336,25952.11553
2021,23785,23080.83602,20495.35746,25538.61448
2022,25193,22687.51282,20100.07474,25252.45812
2023,NaN,22361.67715,19591.28929,24964.34723
2024,NaN,21993.26493,19267.71896,24673.35855
2025,NaN,21651.39061,18708.90613,24456.9053
2026,NaN,21273.60185,18349.8496,24188.7346
2027,NaN,20972.77499,17862.82458,23911.24364
2028,NaN,20589.00695,17437.13515,23608.9181
2029,NaN,20233.42457,16889.00093,23304.01686
2030,NaN,19890.30736,16453.04507,23057.98625
