Year,data,median,LB,UB
2008,26474,26473.5,26473,26474
2009,26050,25771.32677,22267.83338,28793.54536
2010,25881,26171.70383,23418.48472,28924.61958
2011,25478,26162.1908,23589.08799,28853.75816
2012,25768,26053.56722,23468.80687,28737.97309
2013,25359,25790.15818,23271.33999,28423.78347
2014,26215,25470.56886,22992.28938,28159.88232
2015,26186,25165.23233,22613.03195,27808.05466
2016,25794,24832.61456,22339.00154,27435.09409
2017,25182,24504.31553,21989.40097,27012.87491
2018,24346,24104.49808,21485.65994,26601.25472
2019,23827,23672.04012,20964.83622,26292.9744
2020,20462,23319.06447,20615.13253,25928.82118
2021,23785,22969.43851,20044.24441,25679.14953
2022,25193,22529.08457,19619.34271,25283.8556
2023,NaN,22122.34961,19149.52532,24992.65118
2024,NaN,21768.08052,18622.77304,24754.08795
2025,NaN,21397.46002,18028.53273,24530.40403
2026,NaN,21055.29675,17610.87148,24304.32496
2027,NaN,20665.00186,17063.27,24208.15814
2028,NaN,20324.22084,16597.15206,23865.16213
2029,NaN,19962.37349,15988.85713,23842.00573
2030,NaN,19617.25571,15596.83283,23637.53075
