"Year","data","median","LB","UB"
2008,46703,46702.5,46702,46703
2009,44324,43243.1986452365,39856.0580094593,46295.690792879
2010,42775,42085.7081159866,39774.3039530488,44508.1414547175
2011,40945,41582.3059309995,39474.7422977049,44024.9991801334
2012,40183,41015.8453282272,38922.2298959923,43550.82895367
2013,38931,40407.1218181328,38290.7774499108,42828.48582637
2014,39653,39743.6187666098,37643.8266415235,42085.5829496277
2015,39543,39117.3805599106,37056.9599337993,41359.2701704024
2016,39163,38386.3497631411,36180.3479853512,40567.7603877041
2017,38048,37698.8472875202,35363.0716831755,39820.3844342131
2018,37132,37033.5036150606,34497.5288242119,39170.9527099697
2019,36350,36271.6522635997,33499.7264673463,38433.6583783097
2020,30317,35586.9891770387,32659.4698613557,37967.0093762576
2021,35671,34837.6850207773,31624.1307698037,37456.0108206707
2022,37601,34152.3396638469,30809.1056230636,36992.7330280647
2023,NA,33389.7269271351,29975.7127266878,36588.0103004582
2024,NA,32645.265612363,28959.2167275332,36150.9601388292
2025,NA,31948.4535050312,28111.9225812382,35814.554163173
2026,NA,31237.8689620978,27169.1584159184,35533.5192182481
2027,NA,30455.6952763948,26308.7411730943,35126.8502625395
2028,NA,29787.1329738257,25459.536218927,34774.5991151482
2029,NA,29022.3117121047,24731.3491417561,34681.1029533138
2030,NA,28380.1885879753,23859.1344931254,34375.1482445441
