Year,data,median,LB,UB
2008,1139,1138,1138,1138
2009,942,936.5630539,888.6000641,983.3987982
2010,822,814.9685328,766.7449544,861.7416681
2011,638,664.3151955,622.4582765,708.1881322
2012,556,542.1459998,501.2773095,585.8818428
2013,465,458.7909866,417.9990394,501.9306476
2014,415,408.3693973,368.241334,449.2292688
2015,365,379.1652661,340.7857078,420.2807213
2016,354,364.3992482,323.9641852,403.6470578
2017,340,356.3703899,315.3695724,395.4184432
2018,354,352.2516717,311.0337086,390.3621646
2019,359,350.0532286,306.7035244,389.4331907
2020,284,347.4103911,302.6543805,388.8366984
2021,344,345.2956782,298.3303993,388.7124716
2022,361,341.8777078,293.2413115,388.2870544
2023,NaN,337.3801773,287.6549329,387.0129119
2024,NaN,331.6692171,281.467818,385.5211491
2025,NaN,324.3315156,276.1244011,384.2137167
2026,NaN,316.5334776,266.2763344,385.3587679
2027,NaN,307.1094625,255.6900006,387.2996815
2028,NaN,295.8860846,243.2094588,390.1560891
2029,NaN,285.7928057,233.08948,390.912905
2030,NaN,273.5564802,223.8744695,397.3912924
