"Year","data","median","LB","UB"
2008,553,552.5,552,553
2009,540,508.337710790479,429.970056476389,590.733037642844
2010,501,492.990750336529,421.717886740492,561.855204025538
2011,446,476.819156145851,411.407259026166,541.89208791469
2012,444,460.927801763077,394.68733780768,528.825590124459
2013,434,449.72671140057,381.957141535992,519.708896894331
2014,478,440.173783470433,371.789049714161,511.129815245722
2015,398,430.906653745466,368.16272506722,500.561790511286
2016,429,427.734513392319,363.234467151833,493.093541265128
2017,429,423.867781187913,359.019272506768,489.385903177658
2018,424,424.267950550984,351.951521271172,491.212803399026
2019,442,424.615943810571,343.782281551523,502.649097399679
2020,320,426.002384809929,332.676548064002,520.124272135585
2021,452,424.339064929368,322.742971134135,545.804927484947
2022,524,423.624121030278,312.881205369095,579.504766158686
2023,NA,423.549443537229,300.653661849459,612.216786243963
2024,NA,418.108914048384,289.481640903043,645.666944034168
2025,NA,417.748771672393,281.312203527833,688.790418821983
2026,NA,414.499165448614,271.241836894136,731.734953412766
2027,NA,407.255899273204,258.733436148967,778.398147934404
2028,NA,405.584278157751,249.392727071061,819.973226841495
2029,NA,400.093242308286,237.540272988638,869.289383617477
2030,NA,395.693066634377,230.078669370057,921.724516174713
