year,month,day,data,median,LB,UB
2008,1,1,12762,12761.5,12761,12762
2008,12,31,12432,12135.952441112,11374.7948777216,12850.3249621052
2009,12,31,12273,12343.8846120941,11710.3040641327,12999.7724439741
2010,12,31,12288,12473.3060733291,11840.1436496287,13100.0758294543
2011,12,31,12281,12549.0521000289,11926.5707856967,13173.8260716455
2012,12,30,12298,12579.7335507476,11957.2712254036,13205.1279025344
2013,12,30,12772,12597.3282575359,11970.2197793518,13240.9252255608
2014,12,30,12937,12569.6141747304,11933.5821589559,13205.1674862585
2015,12,30,12796,12529.2919556545,11905.0060672995,13147.8101730858
2016,12,29,12484,12454.127909261,11821.7360421475,13080.1131579217
2017,12,29,12248,12378.9870704852,11714.5438210885,13040.9868882873
2018,12,29,12124,12283.3866386041,11561.4109305169,12982.2843119281
2019,12,29,10233,12186.7226167208,11354.9929664808,12933.9169829218
2020,12,28,12198,12060.2968010581,11077.1135925582,12916.167676725
2021,12,28,13016,11961.0165129626,10732.7284581729,12942.7831311331
