Year,data,median,LB,UB
2008,5273,5272.5,5272,5273
2009,4814,4632.93728,4087.06533,5231.217873
2010,4482,4581.005163,4072.550462,5085.658046
2011,4403,4507.233824,4023.780723,5017.164423
2012,4414,4440.338653,3960.127019,4922.76198
2013,4402,4381.666024,3895.071557,4873.480008
2014,4380,4322.012124,3838.820499,4783.656644
2015,4261,4261.984025,3795.529123,4740.495557
2016,4238,4203.987993,3724.306011,4672.881739
2017,4210,4151.804046,3679.311274,4631.440909
2018,4157,4098.61687,3628.77492,4583.409636
2019,4126,4047.223041,3556.001412,4524.8143
2020,3450,3981.230667,3481.819131,4472.771494
2021,4201,3916.287567,3390.827704,4458.047799
2022,4419,3855.432346,3295.768996,4388.133279
2023,NaN,3787.601426,3160.76746,4353.330687
2024,NaN,3719.512682,3026.442392,4331.69096
2025,NaN,3660.323752,2871.180804,4303.395366
2026,NaN,3583.702421,2705.422308,4251.288353
2027,NaN,3513.485022,2537.398615,4290.171286
2028,NaN,3449.997026,2359.366831,4240.223866
2029,NaN,3384.721959,2190.140702,4261.248316
2030,NaN,3311.625597,2045.239694,4219.594524
