Year,data,median,LB,UB
2008,5273,5273,5273,5273
2009,4814,4599.587845,4130.64475,5061.772214
2010,4482,4555.929617,4124.308868,4986.133516
2011,4403,4497.025937,4048.748379,4929.851433
2012,4414,4447.454237,4025.312559,4874.38461
2013,4402,4391.97252,3967.185786,4822.002995
2014,4380,4336.902328,3903.381323,4768.177189
2015,4261,4276.482027,3859.123918,4701.868288
2016,4238,4216.629615,3793.897281,4640.843869
2017,4210,4156.621741,3717.471986,4571.105893
2018,4157,4103.625892,3684.756618,4530.341418
2019,4126,4041.519514,3624.577585,4465.006088
2020,3450,3984.433258,3544.566497,4421.009647
2021,4201,3922.024302,3486.962899,4353.409857
2022,4419,3875.728916,3429.492739,4307.070326
2023,NaN,3818.873917,3359.156651,4252.006179
2024,NaN,3759.975624,3281.23121,4212.969701
2025,NaN,3712.529994,3216.31548,4155.031853
2026,NaN,3658.440776,3160.600064,4108.71826
2027,NaN,3605.534706,3092.659683,4069.357595
2028,NaN,3553.774777,3022.733964,4012.029432
2029,NaN,3498.113705,2951.482422,3960.746049
2030,NaN,3458.915803,2883.721233,3917.839397
