year,month,day,data,median,LB,UB
2008,1,1,447,446.5,446,447
2008,12,31,370,267.905246287906,102.240203262076,435.800680827627
2009,12,31,330,292.474704924146,133.088472001227,447.991781792688
2010,12,31,312,315.728488011709,166.023173106444,466.46372691908
2011,12,31,294,336.438398654921,191.623036330251,486.093022078492
2012,12,30,312,356.220801951859,202.833230271365,502.707987402523
2013,12,30,326,372.265905605563,225.308799523517,521.466851418863
2014,12,30,358,389.837907618454,249.491265521652,537.829010872572
2015,12,30,340,406.111346797743,259.313601802686,554.726809852301
2016,12,29,423,421.724577862939,271.053061302302,572.824356616743
2017,12,29,440,436.4653081697,284.917391258807,593.612480521786
2018,12,29,563,449.476923299841,288.893729507695,617.039120728453
2019,12,29,NaN,462.856536868815,299.229653209887,643.985206191887
2020,12,28,NaN,477.98163665444,288.850873910818,678.462727643334
2021,12,28,NaN,488.565328286854,286.361567604078,715.334576406931
2022,12,28,NaN,501.409799866118,275.629552364541,756.112996080461
2023,12,28,NaN,511.836154264033,256.904173069754,804.605300702994
2024,12,27,NaN,527.843112649593,252.843780600054,848.683797630592
2025,12,27,NaN,535.728291392085,218.811858368016,905.243824940156
2026,12,27,NaN,549.132191948879,204.837923495267,969.000384975154
2027,12,27,NaN,559.911473810442,183.226288879347,1012.34226595656
2028,12,26,NaN,569.382205554437,169.515102483123,1091.97694924804
2029,12,26,NaN,580.529205331724,157.433500417839,1155.93310805449
