Year,data,median,LB,UB
2008,13714,13713.5,13713,13714
2009,13623,13332.17408,11943.20854,14708.91447
2010,13609,13578.56703,12405.9883,14734.77811
2011,13192,13631.16358,12483.29024,14792.53933
2012,13490,13563.10476,12454.08779,14732.37321
2013,13064,13409.81518,12252.71925,14545.44297
2014,13446,13211.98921,12100.44553,14349.96532
2015,13252,12965.31701,11827.274,14061.69763
2016,12999,12676.25589,11605.98469,13774.67525
2017,12702,12383.54882,11271.96157,13509.26099
2018,12100,12056.15172,10934.34974,13184.80493
2019,11707,11721.6625,10602.40685,12860.31721
2020,10231,11378.1676,10165.44505,12540.85353
2021,11592,10998.0517,9726.110892,12195.1903
2022,12181,10644.77114,9335.48734,11867.61474
2023,NaN,10298.16309,8792.560191,11627.83937
2024,NaN,9940.446097,8387.200136,11350.81861
2025,NaN,9575.708374,7896.838307,11068.77123
2026,NaN,9222.360299,7364.014066,10821.21279
2027,NaN,8897.140152,6882.355534,10615.69422
2028,NaN,8569.377241,6429.853319,10433.4022
2029,NaN,8252.234945,5960.481074,10134.56912
2030,NaN,7914.155387,5621.670226,9938.775987
