"Year","data","median","LB","UB"
2008,2202,2201.5,2201,2202
2009,2141,2068.9193229767,1717.87332903461,2305.94015201198
2010,2007,1939.36625798828,1694.96216606848,2139.1117526193
2011,1804,1833.39901218079,1637.68457227236,2066.44033500461
2012,1627,1758.11713099817,1568.96192731397,2024.29244973631
2013,1640,1699.11719549171,1518.43466096985,1970.93287856886
2014,1708,1654.38548637808,1475.16313255616,1916.76417480366
2015,1617,1617.33931725095,1419.59271645488,1858.64736921853
2016,1610,1587.06605508903,1383.91149456412,1818.6744351598
2017,1524,1562.37303977201,1330.61585931533,1761.84687906412
2018,1572,1528.2434006179,1266.54439103926,1719.76446009604
2019,1509,1491.97347235769,1208.00830717463,1694.9494587327
2020,1170,1456.90888333105,1155.25588940044,1666.32078330257
2021,1495,1417.6452619711,1105.61643697803,1646.42737926991
2022,1781,1369.50108331995,1042.94169656148,1628.49409726771
2023,NA,1325.61447378693,987.228673531602,1603.89799065307
2024,NA,1280.24222078429,939.701544763419,1599.93290897909
2025,NA,1230.0447933153,879.882646258646,1601.49894629046
2026,NA,1180.87506265523,829.760437294921,1597.88962056839
2027,NA,1132.05522467112,781.409328135039,1598.19449775357
2028,NA,1083.76437085743,723.637957811262,1600.56941294629
2029,NA,1031.15123489134,676.141837841229,1606.94885253449
2030,NA,979.312291894817,615.364628918835,1600.09032533947
