time,data,median,LB,UB
2017,73.3,73.3,73.3,73.3
2018,74.0,73.7,70.2,77.4
2019,74.1,73.9,70.8,77.0
2020,72.4,73.5,70.4,76.5
2021,73.5,72.7,69.1,76.0
2022,NaN,71.7,67.3,75.9
2023,NaN,70.6,64.8,75.9
2024,NaN,69.5,61.1,76.0
2025,NaN,68.4,57.1,76.3
2026,NaN,67.1,53.7,76.5
2027,NaN,65.8,49.7,76.3
2028,NaN,64.5,46.9,76.6
2029,NaN,63.2,43.2,76.7
2030,NaN,61.9,40.2,76.8
