time,data,median,LB,UB
2017,74.1,74.1,74.1,74.1
2018,74.6,74.5,70.8,78.1
2019,74.8,74.5,71.2,77.7
2020,72.9,73.9,70.7,77.2
2021,74.1,73.0,69.4,76.8
2022,NaN,72.0,67.9,76.8
2023,NaN,70.8,65.8,76.9
2024,NaN,69.7,62.5,77.0
2025,NaN,68.4,58.6,77.1
2026,NaN,67.2,54.7,77.3
2027,NaN,65.9,51.0,77.5
2028,NaN,64.6,47.5,77.6
2029,NaN,63.3,44.1,77.7
2030,NaN,62.1,40.5,77.9
