time,data,median,LB,UB
2017,73.4,73.4,73.4,73.4
2018,73.3,73.6,68.6,78.5
2019,74.5,73.3,68.9,77.8
2020,71.4,72.7,68.4,77.2
2021,72.7,72.0,67.3,76.7
2022,NaN,71.2,65.4,76.6
2023,NaN,70.3,63.3,76.7
2024,NaN,69.4,61.2,76.8
2025,NaN,68.5,59.1,76.8
2026,NaN,67.5,56.3,77.1
2027,NaN,66.5,53.3,77.3
2028,NaN,65.5,51.3,77.5
2029,NaN,64.6,48.5,77.5
2030,NaN,63.7,46.3,77.7
