Year,data,median,LB,UB
2008,3726,3725.5,3725,3726
2009,3679,3645.451855,3376.610117,3903.912734
2010,3561,3544.757599,3306.143057,3786.604789
2011,3316,3430.350438,3194.222036,3672.421751
2012,3315,3308.519633,3074.954404,3542.385694
2013,3151,3184.277672,2962.608233,3412.611598
2014,3082,3059.346612,2832.1232,3290.513656
2015,3049,2940.392432,2720.439144,3166.355787
2016,2825,2822.28373,2593.170116,3050.081238
2017,2789,2709.481988,2489.884248,2931.825653
2018,2598,2597.414965,2367.51217,2822.033167
2019,2398,2489.503245,2258.803702,2725.71639
2020,2208,2390.178105,2148.38072,2623.17611
2021,2440,2289.019785,2054.480749,2535.112254
2022,2344,2196.468045,1943.142719,2442.696767
2023,NaN,2100.220372,1846.002263,2367.268824
2024,NaN,2011.441469,1725.361302,2298.325447
2025,NaN,1926.091166,1626.63997,2236.768336
2026,NaN,1848.819553,1535.797585,2174.94926
2027,NaN,1766.460935,1445.799885,2115.598546
2028,NaN,1690.668482,1354.661933,2068.234352
2029,NaN,1619.360682,1260.089022,2047.367381
2030,NaN,1547.899862,1181.701544,1978.030004
