Year,data,median,LB,UB
2008,3726,3726,3726,3726
2009,3679,3650.148493,3411.43378,3888.615276
2010,3561,3549.091614,3331.089167,3761.78952
2011,3316,3428.082317,3222.234159,3631.331518
2012,3315,3306.995008,3093.430245,3507.601792
2013,3151,3180.662903,2981.564043,3389.95466
2014,3082,3059.72738,2849.128356,3261.600425
2015,3049,2941.952139,2734.075919,3137.711151
2016,2825,2822.001128,2620.450413,3026.319835
2017,2789,2707.135617,2507.796354,2915.800461
2018,2598,2600.790782,2397.508484,2803.013032
2019,2398,2493.546046,2291.967761,2696.751991
2020,2208,2390.780799,2184.232516,2601.931259
2021,2440,2290.108855,2082.582785,2497.45351
2022,2344,2194.412112,1981.950492,2404.805641
2023,NaN,2103.125979,1878.657719,2317.427837
2024,NaN,2017.568977,1791.690907,2231.046239
2025,NaN,1933.30414,1701.190785,2150.258305
2026,NaN,1850.866977,1615.163145,2067.886661
2027,NaN,1774.573661,1527.638946,2003.291066
2028,NaN,1697.565489,1463.042018,1914.258441
2029,NaN,1627.033432,1381.608082,1855.45296
2030,NaN,1553.33,1300.95937,1778.436927
