Year,data,median,LB,UB
2008,3674,3673.5,3673,3674
2009,3398,3351.674863,3009.072269,3705.156011
2010,3234,3303.437511,2994.58485,3606.744689
2011,3175,3256.44628,2954.063872,3544.911993
2012,3208,3185.334923,2882.194037,3477.221211
2013,3171,3111.91274,2814.491128,3392.983172
2014,3114,3022.857052,2735.693102,3302.068921
2015,2912,2934.725893,2649.008346,3225.019883
2016,2867,2844.294466,2553.3698,3134.952549
2017,2757,2748.961186,2461.785859,3036.33261
2018,2701,2653.70816,2372.930383,2942.484032
2019,2575,2568.640233,2277.346658,2857.489037
2020,2173,2476.810735,2182.285472,2771.986137
2021,2583,2381.909308,2100.072823,2693.913682
2022,2734,2297.492246,2003.832302,2615.928083
2023,NaN,2217.508131,1915.072556,2551.320795
2024,NaN,2134.65348,1824.305654,2487.47735
2025,NaN,2052.914286,1741.95141,2441.043092
2026,NaN,1971.240058,1660.470034,2381.238441
2027,NaN,1896.403141,1570.807744,2357.014256
2028,NaN,1819.89421,1492.601168,2315.137349
2029,NaN,1754.551103,1418.373154,2279.562502
2030,NaN,1682.214663,1339.157781,2246.293042
