"Year","data","median","LB","UB"
2008,20910,20909.5,20909,20910
2009,19645,19196.8490494454,17741.5916354114,20548.1657702868
2010,18741,18593.1942376223,17435.6675653293,19678.8577431702
2011,17874,17978.2188097893,16985.5969535719,19061.1042570987
2012,17060,17475.2215503073,16410.1371080101,18588.3192782803
2013,16303,17027.9172895956,15936.7161154035,18145.216636105
2014,16627,16634.0330466495,15582.0248718894,17755.1365114833
2015,16582,16290.4680925164,15243.9171462668,17378.8059103968
2016,16376,15991.7284230175,14991.9807516683,17062.9473151647
2017,15908,15740.0788097494,14699.0152735112,16726.4664692121
2018,15387,15503.2967632739,14374.4863672294,16525.7243031915
2019,15130,15299.1034560015,13981.6491355238,16429.6705519786
2020,12533,15054.7188721069,13562.7674092661,16371.0801209553
2021,14304,14854.0299147119,13188.2679484439,16367.0684271832
2022,14546,14638.9653417148,12810.6052904527,16399.0174656258
2023,NA,14440.4879050804,12460.3180804848,16394.4386866663
2024,NA,14236.4057025184,12092.5710863126,16469.2710729917
2025,NA,14016.6373400905,11771.2034157994,16465.9767547978
2026,NA,13793.7937786919,11382.6702574775,16520.0103591839
2027,NA,13590.6970354552,10999.7247113299,16569.9362816724
2028,NA,13348.9494910104,10725.11171509,16587.0778114668
2029,NA,13123.723959401,10382.7376220583,16642.7335692629
2030,NA,12937.7211760561,10086.629966604,16693.8144619936
