year,month,day,data,median,LB,UB
2008,1,1,23782,23782,23782,23782
2008,12,31,22358,21257.3579114181,19874.0142406147,22572.1048930514
2009,12,31,21416,21144.9044099576,19866.7270133727,22392.6999793465
2010,12,31,20676,20958.0187127181,19730.3384162027,22167.8074821744
2011,12,31,19920,20706.7206790093,19464.7463179469,21909.0090585119
2012,12,30,19646,20452.0904594011,19244.585005536,21680.2112912649
2013,12,30,19947,20176.505484028,18976.2281316516,21386.2521002544
2014,12,30,20179,19885.6294214244,18690.6835338372,21111.5929681684
2015,12,30,19931,19596.8171405943,18323.1228339027,20844.4753291213
2016,12,29,19351,19289.3253387368,18067.7554639142,20514.2290036392
2017,12,29,19029,18975.2788735948,17747.9067175897,20247.6111245678
2018,12,29,18823,18678.7425785619,17387.0555147781,19920.5592095839
2019,12,29,15469,18352.2348999882,17032.5190396017,19647.7541192022
2020,12,28,18603,18077.9754511966,16771.1799139514,19410.6428439491
2021,12,28,19793,17774.0756917461,16431.7662697919,19101.8765615823
