year,month,day,data,median,LB,UB
2008,1,1,23782,23781.5,23781,23782
2008,12,31,22358,21759.4995906857,20104.7957798083,23352.3659061155
2009,12,31,21416,21275.6936188773,20026.7708840202,22426.3066290221
2010,12,31,20676,20842.1006832232,19678.7031814933,22027.2240511164
2011,12,31,19920,20457.9313845685,19288.5893232431,21725.9163906332
2012,12,30,19646,20166.93010724,18987.9935484902,21445.4276451399
2013,12,30,19947,19908.8930270878,18742.1144794402,21232.0626632172
2014,12,30,20179,19708.7064073716,18576.2450762619,20961.9061941301
2015,12,30,19931,19520.0187753796,18424.8530315785,20702.3129517498
2016,12,29,19351,19345.5824057586,18175.9035200313,20460.4471795255
2017,12,29,19029,19151.3128143376,17934.9452282843,20392.8844016698
2018,12,29,18823,18998.4353370025,17581.2886903777,20299.4116821256
2019,12,29,15469,18846.4681050587,17261.8755718554,20305.3179139973
2020,12,28,18603,18685.6250692974,16958.4332586196,20373.6453638703
2021,12,28,19793,18524.7041153953,16569.5082250241,20432.7163265157
