Year,data,median,LB,UB
2008,8646,8646,8646,8646
2009,8326,8369.015063,7781.304644,8948.70314
2010,8137,8202.495419,7643.352589,8744.254974
2011,7749,7961.134232,7429.556086,8504.642799
2012,7752,7709.536902,7191.476517,8209.289206
2013,7473,7436.328184,6909.425428,7959.017747
2014,7331,7163.182135,6635.606299,7678.057365
2015,6956,6876.720369,6360.553459,7388.80432
2016,6627,6585.193426,6079.458321,7109.364581
2017,6361,6314.599363,5797.355796,6816.651781
2018,6036,6051.981022,5545.269252,6561.916092
2019,5637,5792.564746,5274.49346,6298.636048
2020,4938,5540.078789,5020.617562,6037.888462
2021,5677,5294.09724,4781.255453,5804.53886
2022,5730,5053.145335,4522.997501,5584.390727
2023,NaN,4821.066886,4295.078429,5344.47753
2024,NaN,4610.862467,4077.797905,5135.62017
2025,NaN,4399.792501,3849.244994,4919.428588
2026,NaN,4198.810485,3673.831272,4718.833159
2027,NaN,3998.760543,3475.387812,4531.529338
2028,NaN,3830.185108,3280.161983,4339.644058
2029,NaN,3649.845815,3098.082411,4169.674417
2030,NaN,3472.970071,2944.154833,3996.935427
