"Year","data","median","LB","UB"
2008,8646,8646,8646,8646
2009,8326,8342.16657384382,8049.46464292976,8616.53117357682
2010,8137,8173.92723678289,7913.20277250795,8426.57163944461
2011,7749,7947.73846283179,7698.65060213601,8200.56642689266
2012,7752,7694.93750878123,7444.49955379774,7942.88471902973
2013,7473,7421.49126352001,7179.2706860517,7669.17977557805
2014,7331,7142.94429759278,6891.1949065814,7388.82327434842
2015,6956,6866.25961891858,6613.43397402881,7118.4908365528
2016,6627,6589.89672440359,6348.84667242622,6837.00798306928
2017,6361,6326.39646464661,6078.42961861864,6571.21559205623
2018,6036,6061.33853837793,5812.76771655114,6313.92143854801
2019,5637,5805.34348704427,5558.37699156772,6047.79245479562
2020,4938,5557.80347438785,5314.8632301608,5798.64570220146
2021,5677,5314.7010190439,5063.96919019846,5554.7684378123
2022,5730,5084.2829762474,4833.72647039728,5334.30800909448
2023,NA,4861.15629544724,4602.23182143106,5114.70020268791
2024,NA,4644.9402091885,4391.50957615449,4889.7033164708
2025,NA,4437.7856381654,4184.53462419401,4682.11302581036
2026,NA,4240.30420732917,3979.02948610943,4493.06111998263
2027,NA,4049.26453092003,3785.25909321843,4298.54026767599
2028,NA,3865.03168798061,3605.20019540825,4125.38564640956
2029,NA,3693.30440048218,3433.77992095483,3951.13911168161
2030,NA,3520.51685495493,3269.38058510192,3789.49250518886
