year,month,day,data,median,LB,UB
2008,1,1,3674,3673.5,3673,3674
2008,12,31,3398,3334.6722339326,3173.18547074399,3488.19547337315
2009,12,31,3234,3303.31024139269,3157.33899079201,3441.08891213581
2010,12,31,3175,3252.06355855545,3115.49374571191,3385.6698485861
2011,12,31,3208,3185.94347720584,3055.14831336038,3324.09403724601
2012,12,30,3171,3117.03022712708,2991.66826148785,3249.86683868658
2013,12,30,3114,3037.22670467832,2906.23269153502,3175.43285116317
2014,12,30,2912,2953.23880312263,2821.92261913674,3094.66405546312
2015,12,30,2867,2865.47736940011,2734.07709983807,3000.01305415571
2016,12,29,2757,2776.05536298476,2645.7595948552,2913.60109347608
2017,12,29,2701,2683.95277286989,2543.69101745605,2815.84056115502
2018,12,29,2575,2591.03696330267,2440.40728186571,2731.00080517204
2019,12,29,2173,2500.13517516116,2319.99532968881,2651.64070615963
2020,12,28,2583,2409.28257130612,2196.77835657722,2566.9188043917
2021,12,28,2734,2323.29478705346,2059.50547886557,2497.18896996868
