year,month,day,data,median,LB,UB
2008,1,1,3674,3674,3674,3674
2008,12,31,3398,3337.66132568856,3196.72803229204,3474.0042247985
2009,12,31,3234,3306.47337823968,3179.34650339461,3430.59174642674
2010,12,31,3175,3250.22635732194,3130.64618330756,3374.11618833961
2011,12,31,3208,3187.01427753812,3068.55700373124,3303.78645682938
2012,12,30,3171,3111.24704986162,2992.66322739592,3231.38781180737
2013,12,30,3114,3030.96684611232,2908.81217475564,3147.09639171735
2014,12,30,2912,2947.94810085902,2825.36770291073,3070.08963792709
2015,12,30,2867,2861.34884990648,2739.38525150726,2977.10589327799
2016,12,29,2757,2774.22765223554,2654.80251620437,2893.84874563169
2017,12,29,2701,2687.04742550607,2565.20265349606,2806.95969063711
2018,12,29,2575,2603.12133367372,2480.20716434013,2721.94690605947
2019,12,29,2173,2514.9878944075,2395.02679096007,2644.84881241494
2020,12,28,2583,2432.79581676412,2310.30676332462,2556.132165242
2021,12,28,2734,2353.16716083718,2228.0871402448,2479.10575522637
